"Delivery Address ID","Delivery Address","Consignment Reference","Delivery Run Date","Date Delivered","Delivery Run",Quantity,Pallets,Spaces,"Cubic (m³)","Weight (kg)","Ship Qty"
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,8
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,3
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,2
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,3
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,11
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,12
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,1
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,3
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,1
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,1
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,3
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,1
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,1
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,2
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,1
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,1
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,1
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,4
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,3
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,2
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,1
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,2
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,5
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,4
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,1
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,2
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,1
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,3
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,5
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,2
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,1
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,1
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,4
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,1
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,2
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,3
13132,"Petbarn Oxenford, , 3/4 Global Plaza, OXENFORD, , ",TOR436273,2025-05-16,"2025-05-16 09:47:45","GOLD COAST",30,0,0,0.464,288.35,1
24024,"Petbarn Arundel, , 1 Telford Place, Arundel, , ",TOR436274,2025-05-16,"2025-05-16 11:55:42","GOLD COAST",15,0,0,0.18,159.754,1
24024,"Petbarn Arundel, , 1 Telford Place, Arundel, , ",TOR436274,2025-05-16,"2025-05-16 11:55:42","GOLD COAST",15,0,0,0.18,159.754,10
24024,"Petbarn Arundel, , 1 Telford Place, Arundel, , ",TOR436274,2025-05-16,"2025-05-16 11:55:42","GOLD COAST",15,0,0,0.18,159.754,16
24024,"Petbarn Arundel, , 1 Telford Place, Arundel, , ",TOR436274,2025-05-16,"2025-05-16 11:55:42","GOLD COAST",15,0,0,0.18,159.754,12
24024,"Petbarn Arundel, , 1 Telford Place, Arundel, , ",TOR436274,2025-05-16,"2025-05-16 11:55:42","GOLD COAST",15,0,0,0.18,159.754,5
24024,"Petbarn Arundel, , 1 Telford Place, Arundel, , ",TOR436274,2025-05-16,"2025-05-16 11:55:42","GOLD COAST",15,0,0,0.18,159.754,10
24024,"Petbarn Arundel, , 1 Telford Place, Arundel, , ",TOR436274,2025-05-16,"2025-05-16 11:55:42","GOLD COAST",15,0,0,0.18,159.754,13
24024,"Petbarn Arundel, , 1 Telford Place, Arundel, , ",TOR436274,2025-05-16,"2025-05-16 11:55:42","GOLD COAST",15,0,0,0.18,159.754,3
24024,"Petbarn Arundel, , 1 Telford Place, Arundel, , ",TOR436274,2025-05-16,"2025-05-16 11:55:42","GOLD COAST",15,0,0,0.18,159.754,2
24024,"Petbarn Arundel, , 1 Telford Place, Arundel, , ",TOR436274,2025-05-16,"2025-05-16 11:55:42","GOLD COAST",15,0,0,0.18,159.754,2
24024,"Petbarn Arundel, , 1 Telford Place, Arundel, , ",TOR436274,2025-05-16,"2025-05-16 11:55:42","GOLD COAST",15,0,0,0.18,159.754,1
24024,"Petbarn Arundel, , 1 Telford Place, Arundel, , ",TOR436274,2025-05-16,"2025-05-16 11:55:42","GOLD COAST",15,0,0,0.18,159.754,10
24024,"Petbarn Arundel, , 1 Telford Place, Arundel, , ",TOR436274,2025-05-16,"2025-05-16 11:55:42","GOLD COAST",15,0,0,0.18,159.754,1
24024,"Petbarn Arundel, , 1 Telford Place, Arundel, , ",TOR436274,2025-05-16,"2025-05-16 11:55:42","GOLD COAST",15,0,0,0.18,159.754,1
24024,"Petbarn Arundel, , 1 Telford Place, Arundel, , ",TOR436274,2025-05-16,"2025-05-16 11:55:42","GOLD COAST",15,0,0,0.18,159.754,1
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,3
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,9
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,16
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,2
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,1
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,3
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,4
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,8
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,3
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,4
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,4
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,8
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,4
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,1
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,1
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,4
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,8
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,1
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,1
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,1
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,3
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,3
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,3
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,3
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,2
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,2
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,1
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,1
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,4
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,2
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,1
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,2
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,5
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,2
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,8
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,1
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,2
13107,"Petbarn Browns Plains, , 48 Browns Plains Rd, BROWNS PLAINS, , ",TOR436275,2025-05-16,"2025-05-16 15:07:38","METRO 2",29,0,0,0.439,296.85,1
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,33
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,16
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,11
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,10
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,5
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,8
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,1
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,16
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,12
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,16
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,4
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,4
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,8
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,10
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,1
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,3
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,3
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,6
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,8
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,6
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,6
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,4
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,4
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,1
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,2
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,1
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,2
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,4
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,1
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,8
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,4
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,2
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,2
21354,"Petbarn Capalaba, , 2, 3 & 4/227-229 Old Cleveland Rd, CAPALABA, , ",TOR436276,2025-05-16,"2025-05-16 17:05:39",BAYSIDE,38,0,0,0.71,484.032,3
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,1
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,1
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,5
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,24
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,8
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,3
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,2
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,5
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,9
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,8
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,4
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,4
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,4
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,4
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,4
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,4
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,2
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,2
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,1
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,6
1862,"Petbarn Mount Gravatt, Store Manager, 1290 Logan Road,, MOUNT GRAVATT, MOUNT GRAVATT, ",TOR436277,2025-05-16,"2025-05-16 12:35:39","METRO 1",20,0,0,0.403,258.734,1
